spdep,spscheme,unit,geo,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
STTCLUMP,TOTAL,MIO_NAC,CY,,8.57,6.74,8.06,8.11,14.80,13.88,15.68,18.52,18.26,18.79,18.08,17.50,13.91,13.73,13.44,9.86,10.38,6.77,5.45,4.52,,,,,,,,,,
STTCLUMP,TOTAL,MIO_NAC,CZ,2029.88,2139.70,2191.81,1905.88,1899.47,1282.27,1283.98,1255.00,1043.10,1488.29,1315.89,1373.37,1420.55,1363.75,1278.47,1246.36,1371.84,1320.13,1095.92,1003.64,911.04,918.03,863.36,967.91,995.52,489.63,,,,,
STTCLUMP,TOTAL,MIO_NAC,DE,704.57 p,707.96,631.91,677.63,643.93,629.54,649.16,670.20,702.78,801.39,990.59,977.49,1546.71,849.44,802.50,568.90,153.90,168.59,161.55,162.06,152.18,149.88,178.13,182.89,180.30,165.89,220.42,217.57,281.95,251.09,
STTCLUMP,TOTAL,MIO_NAC,DK,3562.93,3500.81,3294.44,3364.45,2062.43,2827.29,2392.74,2329.34,3163.80,2480.55,3742.97,3030.23,3698.29,5863.99 b,6164.87,6081.97,4937.30,4264.72,3900.77,3613.30,3135.63,2881.89,2182.26,2397.06,2512.85,2510.58,1978.98,2339.10,1716.60,1748.20,1555.40
STTCLUMP,TOTAL,MIO_NAC,EE,,0.01,0.01,0.02,0.04,0.24,0.21,0.20,0.17,0.16,0.17,0.18,0.13,0.12,0.13,0.11,0.11,0.09,0.06,0.01,0.01,0.03,,,,,,,,,
STTCLUMP,TOTAL,MIO_NAC,EL,,2.01 p,1.61 p,1.78 p,1.82,1.73,1.97,2.81,8.62,7.60,7.39,4.99,20.39,18.20,2.27,1.75,1.63,1.30,0.97,0.82,0.80 b,4.13,4.21,3.84,3.38,2.25,1.99,0.33,0.39,0.51,0.55
STTCLUMP,TOTAL,MIO_NAC,ES,,359.53 p,343.49 p,316.60 p,308.30 p,305.32,421.74,428.21,447.62,453.54,517.15,561.99,528.26,454.96,447.26,375.21,234.07,213.71,202.61,197.43,247.38,145.57,142.12,135.77,116.73,128.15,129.18,126.76,125.48,113.55,101.20
STTCLUMP,TOTAL,MIO_NAC,FI,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STTCLUMP,TOTAL,MIO_NAC,FR,491.32 p,613.15,606.10,625.99,679.75,746.12,742.31,786.70,714.64,747.54,742.06,721.71,747.20,703.80,723.40,713.70,693.10,477.10,312.60,365.60,300.30,295.10,295.40,302.30,314.60,318.10,317.00,315.80,319.80,320.20,319.50
STTCLUMP,TOTAL,MIO_NAC,HR,31.67,32.34,30.70,29.44,27.06,44.30,0.00,0.00,0.00,32.81,0.00,0.00,38.17,,,,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,MIO_NAC,HU,101.00 p,132.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,391.20,336.60,0.00,2371.31,0.00,0.00,0.00,,,,,,,,,
STTCLUMP,TOTAL,MIO_NAC,IE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STTCLUMP,TOTAL,MIO_NAC,IS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STTCLUMP,TOTAL,MIO_NAC,IT,273.00 p,297.00 p,238.00 p,239.00,291.00,292.00,293.00,303.00,313.00,502.00,647.00,545.00,580.00,485.00,445.00,328.00,506.00,515.00,424.00,233.00,205.00,248.00,265.00,280.00,281.00,285.00,303.00,225.00,245.00,197.00,195.00
STTCLUMP,TOTAL,MIO_NAC,LT,5.24 p,5.08 p,4.08,3.70,3.64,3.33,2.32,2.56,3.09,2.15,2.23,2.46,2.21,2.06,2.17,1.90,1.48,1.10,0.39,0.19,0.25,0.23,0.41,0.00,0.00,,,,,,
STTCLUMP,TOTAL,MIO_NAC,LU,18.96,20.91,18.38,23.58,19.62,19.47,29.67,28.85,29.03,32.25,34.10,32.72,30.95,34.18,60.72,35.10,34.60,29.83,28.31,26.23,23.00,20.00,16.78,14.43,13.61,13.46,12.15,12.87,12.44,9.10,8.18
STTCLUMP,TOTAL,MIO_NAC,LV,1.21,1.26,1.14 p,1.13,0.94,0.92,0.89,0.78,0.67,0.54,0.43,1.03,0.99,0.57,0.39,0.34,0.38,0.41,0.47,0.38,0.03,0.02,0.01,0.00,,,,,,,
STTCLUMP,TOTAL,MIO_NAC,ME,,0.00 p,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,MIO_NAC,MK,,,,0.51,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,MIO_NAC,MT,0.03,0.05,0.06,0.06,0.06,0.06,0.07,0.06,0.09,0.07,0.05,0.08,0.11,0.08,0.12,0.17,0.24,0.34,0.25,0.21,0.26,0.26,0.23,0.23,0.21,0.15,,,,,
STTCLUMP,TOTAL,MIO_NAC,NL,,4.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.95,1.09,1.27,1.27
STTCLUMP,TOTAL,MIO_NAC,NO,,167.74,195.63,258.71,242.33,489.50,1033.18,575.80,367.40,327.79,320.07,242.77,224.14,265.50,249.49,330.53,439.82,198.99,189.61,107.18,105.58,108.51,95.59,84.29,79.35,65.83,61.26,59.30,55.92,53.02,55.02
STTCLUMP,TOTAL,MIO_NAC,PL,,2216.18,510.49,506.56,652.35,580.10,694.12,742.36,754.54,1645.83,956.86 p,610.57 p,712.29 p,764.43 p,793.96 p,736.25 p,669.47 p,677.98 p,658.79 p,711.10 p,762.30 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STTCLUMP,TOTAL,MIO_NAC,PT,1.86,6.28,4.97,3.67,5.43,5.02,4.97,3.35,5.37,3.37,4.64,4.38,5.97,7.66,5.38,3.54,2.39,0.93,1.18,0.86,0.26,0.20,0.09,0.05,0.13,0.12,0.10,0.06,0.09,0.07,0.12
STTCLUMP,TOTAL,MIO_NAC,RO,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
STTCLUMP,TOTAL,MIO_NAC,RS,,1465.54,915.35,1568.34,15.67,20.82,26.99,31.25,33.31,36.00,25.00,54.18,51.60,,,,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,MIO_NAC,SE,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
STTCLUMP,TOTAL,MIO_NAC,SI,,7.36 p,7.17,7.43,9.13,9.59,8.89,9.15,9.32,13.10,13.06,13.79,12.77,12.62,13.28,12.88,9.86,9.68,11.23,10.57,10.29,9.72,8.11,7.42,4.24,,,,,,
STTCLUMP,TOTAL,MIO_NAC,SK,111.30,57.35,58.44,63.08,66.18,66.49,61.39,57.02,55.25,58.61,55.40,55.75,52.05,46.43,45.08,27.00,19.16,20.55,28.48,27.17,28.37,21.20,21.08,17.02,12.95,8.13,0.00,0.00,0.00,0.00,0.00
STTCLUMP,TOTAL,MIO_NAC,TR,259.15,230.91,200.33,171.99,154.72,143.53,133.31,122.46,113.93 b,104.62,98.27,90.61,75.60 b,43.67,40.16,36.34,32.99,29.83,23.81,16.43,10.64,,,,,,,,,,
STTCLUMP,TOTAL,MIO_NAC,UK,,,1241.42 p,1334.69,1277.18,1240.36,1313.64,1396.37,1333.65,1508.32,1235.30,1140.90,1110.12,1138.91,1380.55,520.08,525.46,509.02,529.81,527.87,520.00,515.34,436.68,431.40,369.07,420.95,503.98,480.40,444.60,424.81,422.97
STTCLUMP,TOTAL,MIO_PPS,AT,141.10,134.76,133.99,134.07,128.98,120.95,106.73,92.80,77.84,64.84,56.60,39.92,15.85,11.75,28.32,11.36,16.33,13.10,25.06,7.84,3.15,3.75,3.48,3.45,3.49,3.43,,,,,
STTCLUMP,TOTAL,MIO_PPS,BA,,0.75,2.28,2.16,0.46,0.71,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,MIO_PPS,BE,17.31,19.43,29.60,34.78,33.38,35.62,38.03,55.56,40.09,47.66,33.31,29.17,31.43,36.23,31.91,37.99,37.20,37.90,36.95,34.55,32.15,29.41,52.14,68.53,52.95,45.26,,,,,
STTCLUMP,TOTAL,MIO_PPS,BG,,39.15,50.48,67.56,68.24,67.69,57.54,51.05,37.70,46.45,46.01,53.69,56.16,36.24,42.34,45.07,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,MIO_PPS,CH,,96.16,88.60,93.27,82.61,77.77,76.61,70.54,65.00,66.81,68.74,72.62,74.12,77.28,74.28,68.28,74.36,73.94,66.43,61.27,56.76,10.80,11.38,11.11,9.58,8.83,,,,,
STTCLUMP,TOTAL,MIO_PPS,CY,,9.09,7.24,8.76,8.83,15.71,14.49,15.99,18.68,18.71,19.48,19.39,19.14,15.42,14.76,14.60,10.61,11.25,7.46,6.06,5.09,,,,,,,,,,
STTCLUMP,TOTAL,MIO_PPS,CZ,109.32,120.19,125.78,111.92,111.27,75.71,76.79,74.06,60.04,86.15,76.63,79.45,81.95,79.41,74.13,73.92,81.19,79.40,64.89,61.96,55.67,56.78,53.97,64.97,72.60,37.61,,,,,
STTCLUMP,TOTAL,MIO_PPS,DE,655.46 p,657.25,594.90,636.38,604.09,589.31,613.95,634.74,672.90,769.13,942.48,922.46,1476.03,807.93,756.03,534.27,143.58,155.15,145.24,145.26,135.97,133.88,156.35,161.35,161.66,145.79,,,,,
STTCLUMP,TOTAL,MIO_PPS,DK,335.77,329.38,310.51,315.32,189.59,264.06,222.34,217.78,294.02,233.56,352.09,283.38,349.34,553.57 b,564.69,547.50,445.38,381.59,352.80,325.35,288.54,265.35,203.64,222.95,235.63,232.45,,,,,
STTCLUMP,TOTAL,MIO_PPS,EA12,,2047.54 p,1908.63 p,1957.06 p,1998.12 p,2035.92,2160.32,2244.46,2207.74,2512.82,2859.47,2741.38,3330.06,2468.06,2419.08,1968.76,1581.83,1376.41,1135.25,978.74,916.85,846.95,904.04,938.14,918.82,893.76,,,,,
STTCLUMP,TOTAL,MIO_PPS,EA18,,2129.73 p,1989.52 p,2044.99 p,2091.57 p,2138.89,2257.85,2340.73,2304.64,2618.43,2965.91,2845.48,3433.64,2553.95,2501.17,2032.36,1629.34,1423.32,1183.82,1022.75,960.13,,,,,,,,,,
STTCLUMP,TOTAL,MIO_PPS,EA19,,2140.53 p,1998.99 p,2054.49 p,2101.16 p,2148.45,2266.73,2349.85,2313.85,2627.38,2975.55,2854.83,3445.00,2563.18,2510.25,2040.05,1635.46,1428.44,1187.06,1025.28,962.54,,,,,,,,,,
STTCLUMP,TOTAL,MIO_PPS,EE,,0.01,0.01,0.03,0.05,0.33,0.29,0.28,0.24,0.23,0.25,0.26,0.18,0.18,0.20,0.18,0.19,0.16,0.11,0.02,0.02,0.06,,,,,,,,,
STTCLUMP,TOTAL,MIO_PPS,EL,,2.39 p,1.91 p,2.11 p,2.13,2.00,2.26,3.11,9.08,7.86,7.60,5.26,21.98,19.64,2.53,1.96,1.85,1.50,1.17,0.98,0.95 b,4.89,5.20,4.94,4.57,3.17,,,,,
STTCLUMP,TOTAL,MIO_PPS,ES,,371.81 p,354.79 p,331.41 p,320.22 p,318.85,436.79,437.41,452.34,451.70,513.92,568.86,543.91,472.21,477.90,401.44,251.22,233.46,226.15,218.92,274.33,160.81,159.88,153.70,133.40,147.18,,,,,
STTCLUMP,TOTAL,MIO_PPS,EU15,,,3507.21 p,3671.35 p,3537.40 p,3723.83,3802.82,3937.21,3995.62,4359.61,4587.61,4281.31,4987.32,4536.63,4861.36,3288.22,2799.96,2492.37,2275.27,2100.98,1971.29,1831.85,1689.00,1741.82,1638.82,1668.92,,,,,
STTCLUMP,TOTAL,MIO_PPS,EU27_2007,,,4052.91 p,4229.69 p,4122.61 p,4293.24,4388.65,4536.45,4591.50,5210.61,5278.02,4852.86,5619.02,5122.83,5459.31,3763.53,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,MIO_PPS,EU27_2020,,3363.84 p,2794.20 p,2852.62 p,2756.33 p,2873.76,2954.05,3037.08,3106.16,3586.77,3949.75,3643.29,4383.40,,,,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,MIO_PPS,EU28,,,4064.37 p,4241.55 p,4134.07 p,4307.26,4397.07,4544.86,4599.72,5223.53,5286.05,4860.42,5633.60,,,,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,MIO_PPS,FI,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STTCLUMP,TOTAL,MIO_PPS,FR,449.65 p,559.07,546.37,565.88,616.36,674.74,671.84,714.24,636.90,668.92,662.25,640.61,666.64,633.12,650.64,646.37,615.14,429.28,290.63,339.36,273.39,262.78,259.64,264.90,275.36,273.99,,,,,
STTCLUMP,TOTAL,MIO_PPS,HR,6.32,6.49,6.24,6.08,5.58,9.02,0.00,0.00,0.00,6.35,0.00,0.00,7.43,,,,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,MIO_PPS,HU,0.47 p,0.64,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.54,2.22,0.00,17.25,0.00,0.00,0.00,,,,,,,,,
STTCLUMP,TOTAL,MIO_PPS,IE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,,,,,
STTCLUMP,TOTAL,MIO_PPS,IS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STTCLUMP,TOTAL,MIO_PPS,IT,265.17 p,288.06 p,228.01 p,228.23,276.23,273.61,274.15,287.77,299.90,485.24,631.85,519.32,558.39,457.42,415.45,303.63,467.69,482.30,397.60,222.91,199.34,243.00,261.20,276.14,281.73,291.33,,,,,
STTCLUMP,TOTAL,MIO_PPS,LT,7.87 p,7.88 p,6.42,6.02,6.01,5.60,3.91,4.30,5.15,3.62,3.78,4.03,3.61,3.64,4.03,3.75,3.04,2.33,0.77,0.36,0.47,0.44,0.75,0.01,0.00,,,,,,
STTCLUMP,TOTAL,MIO_PPS,LU,12.64,14.48,13.00,16.53,13.82,13.85,20.98,20.74,20.70,23.27,24.49,24.85,24.36,26.89,49.04,28.06,27.44,24.36,23.21,21.35,19.03,16.54,13.73,11.74,11.13,10.82,,,,,
STTCLUMP,TOTAL,MIO_PPS,LV,1.62,1.70,1.59 p,1.61,1.35,1.35,1.29,1.15,1.00,0.81,0.67,1.48,1.37,0.85,0.65,0.64,0.78,0.88,1.07,0.90,0.08,0.06,0.03,0.00,,,,,,,
STTCLUMP,TOTAL,MIO_PPS,ME,,0.00 p,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,MIO_PPS,MK,,,,0.02,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,MIO_PPS,MT,0.03,0.06,0.07,0.07,0.07,0.07,0.09,0.07,0.11,0.09,0.07,0.11,0.15,0.11,0.16,0.24,0.33,0.47,0.34,0.28,0.35,0.36,0.32,0.32,0.30,0.20,,,,,
STTCLUMP,TOTAL,MIO_PPS,NL,,3.36,4.25,4.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,,,,,
STTCLUMP,TOTAL,MIO_PPS,NO,,10.96,13.22,17.63,16.15,33.79,75.49,42.91,27.60,24.96,24.70,19.28,18.49,22.41,20.78,27.40,36.39,16.36,15.80,8.92,9.00,9.38,8.42,7.63,7.41,6.02,,,,,
STTCLUMP,TOTAL,MIO_PPS,PL,,899.91,212.19,214.03,281.97,254.84,303.00,327.55,335.40,729.59,425.79 p,262.15 p,315.94 p,345.39 p,348.26 p,323.86 p,303.09 p,312.97 p,301.24 p,323.21 p,351.71 p,0.00,0.00,0.00,0.00,0.00,,,,,
STTCLUMP,TOTAL,MIO_PPS,PT,2.11,7.23,5.78,4.24,6.38,6.00,5.93,4.01,6.29,3.88,5.36,5.07,7.02,9.00,6.45,4.21,2.79,1.09,1.38,1.02,0.32,0.24,0.11,0.06,0.17,0.16,,,,,
STTCLUMP,TOTAL,MIO_PPS,RO,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
STTCLUMP,TOTAL,MIO_PPS,RS,,24.65,15.54,27.01,0.28,0.38,0.49,0.57,0.64,0.72,0.53,1.18,1.21,,,,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,MIO_PPS,SE,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STTCLUMP,TOTAL,MIO_PPS,SI,,8.51 p,8.32,8.70,10.65,11.29,10.48,10.83,11.03,15.35,15.19,15.95,15.52,15.71,16.99,16.71,12.93,12.97,15.67,15.47,16.09,15.97,14.01,13.60,8.43,,,,,,
STTCLUMP,TOTAL,MIO_PPS,SK,135.01,71.74,74.45,83.38,91.53,100.37,93.05,87.31,84.39,90.64,86.88,82.66,77.21,68.61,66.54,41.28,29.41,33.39,49.24,47.67,49.68,39.10,41.90,35.42,27.96,18.00,,,,,
STTCLUMP,TOTAL,MIO_PPS,TR,84.21,88.37,88.45,87.30,87.05,88.36,85.25,81.32,81.50 b,80.21,78.85,74.57,64.62 b,38.01,36.40,34.89,33.75,33.45,33.94,32.98,30.29,,,,,,,,,,
STTCLUMP,TOTAL,MIO_PPS,UK,,,1147.70 p,1252.87,1201.63,1192.38,1265.50,1364.30,1342.48,1532.00,1267.91,1174.94,1190.30,1242.84,1537.32,580.61,604.11,574.51,597.58,601.71,581.02,558.68,473.26,480.50,417.44,468.56,,,,,
STTCLUMP,TOTAL,PC_GDP,AT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
STTCLUMP,TOTAL,PC_GDP,BA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,PC_GDP,BE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
STTCLUMP,TOTAL,PC_GDP,BG,,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,PC_GDP,CH,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STTCLUMP,TOTAL,PC_GDP,CY,,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,,,,,,,,,,
STTCLUMP,TOTAL,PC_GDP,CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,,,,
STTCLUMP,TOTAL,PC_GDP,DE,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
STTCLUMP,TOTAL,PC_GDP,DK,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.3 b,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2
STTCLUMP,TOTAL,PC_GDP,EA12,,0.0 p,0.0 p,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
STTCLUMP,TOTAL,PC_GDP,EA18,,0.0 p,0.0 p,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
STTCLUMP,TOTAL,PC_GDP,EA19,,0.0 p,0.0 p,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
STTCLUMP,TOTAL,PC_GDP,EE,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
STTCLUMP,TOTAL,PC_GDP,EEA,,,0.0 p,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,PC_GDP,EL,,0.0 p,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 b,0.0,0.0,0.0,0.0,0.0,,,,,
STTCLUMP,TOTAL,PC_GDP,ES,,0.0 p,0.0 p,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
STTCLUMP,TOTAL,PC_GDP,EU15,,,0.0 p,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
STTCLUMP,TOTAL,PC_GDP,EU27_2007,,,0.0 p,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,PC_GDP,EU27_2020,,0.0 p,0.0 p,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,PC_GDP,EU28,,,0.0 p,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,PC_GDP,FI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STTCLUMP,TOTAL,PC_GDP,FR,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STTCLUMP,TOTAL,PC_GDP,HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,PC_GDP,HU,0.0 p,0.0,0.0,0.0,0.0,0.0 b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
STTCLUMP,TOTAL,PC_GDP,IE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 b,0.0,0.0,0.0,0.0,0.0,,,,,
STTCLUMP,TOTAL,PC_GDP,IS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
STTCLUMP,TOTAL,PC_GDP,IT,0.0 p,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
STTCLUMP,TOTAL,PC_GDP,LT,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
STTCLUMP,TOTAL,PC_GDP,LU,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,
STTCLUMP,TOTAL,PC_GDP,LV,0.0,0.0,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
STTCLUMP,TOTAL,PC_GDP,ME,,0.0 p,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,PC_GDP,MK,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
STTCLUMP,TOTAL,PC_GDP,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
STTCLUMP,TOTAL,PC_GDP,NL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 b,,,,,
