unit,lev_limit,age,sex,geo,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
PC,NONE,Y_GE65,T,SK,1.2,1.4,1.4,0.8,1.4,1.3,1.3,0.7,2.7,1.7,0.4
PC,NONE,Y_GE65,T,TR,9.5,9.5,9.5,11.8,12.9,12.9,13.5,13.3,15.6,14.0,13.3
PC,NONE,Y_GE65,T,UK,,,0.0 n,0.1 b,0.1,0.4,0.2,0.2,0.1,0.0 n,0.1
PC,NONE,Y_GE65,T,XK,,,12.1,,,,,,,,
PC,SEV,Y16-24,F,AL,7.9 u,34.9 u,50.0 u,34.0 u,,,,,,,
PC,SEV,Y16-24,F,AT,,,,,,,,,,,
PC,SEV,Y16-24,F,BE,,,,4.1 u,,,2.6 u,,,,
PC,SEV,Y16-24,F,BG,,,,,,,,,,,
PC,SEV,Y16-24,F,CH,,,,,,,,,0 u,3.3 u,0 u
PC,SEV,Y16-24,F,CY,,,,,,,,,,,
PC,SEV,Y16-24,F,CZ,,,,,,,,,,,
PC,SEV,Y16-24,F,DE,,,,0 u,,,,0 u,,,
PC,SEV,Y16-24,F,DK,,,,,,,,,,,
PC,SEV,Y16-24,F,EA,,,,,,,,,,,
PC,SEV,Y16-24,F,EA18,,,,,,,,,,,
PC,SEV,Y16-24,F,EA19,,,,,,,,,,,
PC,SEV,Y16-24,F,EE,0 u,32.5 u,,12.7 u,,8.1 u,,16.9 u,0 u,22.0 u,
PC,SEV,Y16-24,F,EL,,,12.2 u,13.7 u,3.4 u,,,,,,
PC,SEV,Y16-24,F,ES,,,,,,,,,,,
PC,SEV,Y16-24,F,EU,,,,,,,,,,,
PC,SEV,Y16-24,F,EU27_2007,,,,,,,,,,,
PC,SEV,Y16-24,F,EU27_2020,,,,,,,,,,,
PC,SEV,Y16-24,F,EU28,,,,,,,,,,,
PC,SEV,Y16-24,F,FI,,,,,,,,,,,
PC,SEV,Y16-24,F,FR,9.5 bu,0.9 u,5.5 u,,2.1 u,,,9.7 u,0 u,2.9 u,8.2 u
PC,SEV,Y16-24,F,HR,,,,,,,,,,,
PC,SEV,Y16-24,F,HU,,,,,,,,,44.9 u,35.2 u,
PC,SEV,Y16-24,F,IE,,,,,,,,,,,
PC,SEV,Y16-24,F,IS,,,,,,,,,,,
PC,SEV,Y16-24,F,IT,,,,,,31.0 u,19.8 u,,21.8 u,,
PC,SEV,Y16-24,F,LT,,,,,,,,,,,
PC,SEV,Y16-24,F,LU,,,,2.6 u,,,,,,,
PC,SEV,Y16-24,F,LV,,,,,,,,,,,
PC,SEV,Y16-24,F,ME,,,,,,,,,,,
PC,SEV,Y16-24,F,MK,,,,,,,,,,,
PC,SEV,Y16-24,F,MT,,,,,,,,,,,
PC,SEV,Y16-24,F,NL,,,,,,,,,,,
PC,SEV,Y16-24,F,NO,,,,,,,,,,,
PC,SEV,Y16-24,F,PL,,9.7 u,20.0 u,42.0 u,,,,,,33.3 u,33.9 u
PC,SEV,Y16-24,F,PT,,0.7 u,6.0 u,21.8 u,17.9 u,,,,,,
PC,SEV,Y16-24,F,RO,,,,,,,,,,,
PC,SEV,Y16-24,F,RS,,,,,,,,,,,
PC,SEV,Y16-24,F,SE,,,,,,,,,,,
PC,SEV,Y16-24,F,SI,,,,,,,,,,,
PC,SEV,Y16-24,F,SK,,,6.5 u,,,5.9 u,17.5 u,3.6 u,3.8 u,11.8 u,7.3 u
PC,SEV,Y16-24,F,TR,46.0,46.9,46.5,55.7,44.5,42.0,46.3,37.3,50.6,53.2,45.4
PC,SEV,Y16-24,F,UK,,,1.5,4.0 b,5.2 u,0 u,2.8 u,6.3 u,8.8 u,3.4 u,
PC,SEV,Y16-24,F,XK,,,,,,,,,,,
PC,SEV,Y16-24,M,AL,20.8 u,19.6 u,41.1 u,44.5 u,,,,,,,
PC,SEV,Y16-24,M,AT,,,,,,,,,,,
PC,SEV,Y16-24,M,BE,0 u,,,,,,,,,,
PC,SEV,Y16-24,M,BG,,,,,,,,,,,
PC,SEV,Y16-24,M,CH,,,,,,,,,,0 u,
PC,SEV,Y16-24,M,CY,,,,,,,,,5.9 u,,
PC,SEV,Y16-24,M,CZ,,,,,,,,,,,
PC,SEV,Y16-24,M,DE,9.1 bu,,,,,,,,,,7.1 u
PC,SEV,Y16-24,M,DK,,,,,,,,,,,
PC,SEV,Y16-24,M,EA,,,,,,,,,,,
PC,SEV,Y16-24,M,EA18,,,,,,,,,,,
PC,SEV,Y16-24,M,EA19,,,,,,,,,,,
PC,SEV,Y16-24,M,EE,3.9 u,3.7 u,,10.1 u,3.3 u,11.2 u,20.8 u,,0 u,,
PC,SEV,Y16-24,M,EL,,,29.7 u,29.7 u,20.4 u,,,,,,
PC,SEV,Y16-24,M,ES,,,,,,0 u,,,,,2.0 u
PC,SEV,Y16-24,M,EU,,,,,,,,,,,
PC,SEV,Y16-24,M,EU27_2007,,,,,,,,,,,
PC,SEV,Y16-24,M,EU27_2020,,,,,,,,,,,
PC,SEV,Y16-24,M,EU28,,,,,,,,,,,
PC,SEV,Y16-24,M,FI,,,,,,,,,,,
PC,SEV,Y16-24,M,FR,1.6 bu,8.3 u,11.9 u,0 u,1.6 u,,2.2 u,5.3 u,1.7 u,4.6 u,6.2 u
PC,SEV,Y16-24,M,HR,,3.8 u,12.4 u,10.0 u,,,,,,,
PC,SEV,Y16-24,M,HU,,,,,,30.0 u,45.1 u,,29.0 u,29.8 u,44.2 u
PC,SEV,Y16-24,M,IE,,,,,,,,,,,
PC,SEV,Y16-24,M,IS,,,,,,,,,,,
PC,SEV,Y16-24,M,IT,,,,,7.3 u,8.8 u,4.9 u,23.5 u,12.3 u,14.7 u,
PC,SEV,Y16-24,M,LT,,,,,,,,,,,
PC,SEV,Y16-24,M,LU,,,,0 u,12.0 u,0 u,,,,,
PC,SEV,Y16-24,M,LV,,,,,,,,,,,
PC,SEV,Y16-24,M,ME,,,,,,30.0 u,,41.5 u,,,
PC,SEV,Y16-24,M,MK,,,,,,,,,,,
PC,SEV,Y16-24,M,MT,,,,,,,,,,,
PC,SEV,Y16-24,M,NL,,,,,,,,,,,
PC,SEV,Y16-24,M,NO,,,,,,,,,,,
PC,SEV,Y16-24,M,PL,,28.2 u,11.5 u,17.6 u,18.4 u,27.3 u,18.4 u,11.0 u,10.1 u,9.9 u,16.5 u
PC,SEV,Y16-24,M,PT,11.6 u,28.0 u,24.6 u,,30.0 u,,,,,,
PC,SEV,Y16-24,M,RO,,,,,,,,,53.3 u,,
PC,SEV,Y16-24,M,RS,,,,,,,,,,,
PC,SEV,Y16-24,M,SE,,,,,,,,,,,
PC,SEV,Y16-24,M,SI,,,,,,,,,,16.2 u,18.7 u
PC,SEV,Y16-24,M,SK,,,12.3 u,15.7 u,,,,,19.7 u,7.3 u,2.6 u
PC,SEV,Y16-24,M,TR,57.9,60.0,52.9,49.3,48.0,56.9,60.5,52.6,46.7,60.6,64.0
PC,SEV,Y16-24,M,UK,,,5.7,2.9 b,3.1,0 u,0 u,4.3 u,0 u,,13.2 u
PC,SEV,Y16-24,M,XK,,,,,,,,,,,
PC,SEV,Y16-24,T,AL,15.0,25.2,44.4,40.2,,,,,,,
PC,SEV,Y16-24,T,AT,,2.4 u,8.9 u,7.9 u,,,16.7 u,0 u,14.4 u,9.1 u,1.4 u
PC,SEV,Y16-24,T,BE,2.6 u,3.1 bu,0 u,7.6 u,1.7 bu,0 u,1.5 u,0 u,1.5 u,,3.6 u
PC,SEV,Y16-24,T,BG,,,,,,,,,,,
PC,SEV,Y16-24,T,CH,0 u,9.2 u,,2.4 u,,,6.3 u,,0 u,1.5 u,0 u
PC,SEV,Y16-24,T,CY,,,,35.2 u,,0 u,0 u,6.3 u,4.4 u,0 u,
PC,SEV,Y16-24,T,CZ,,,,,,,,,,,
PC,SEV,Y16-24,T,DE,8.5 bu,9.6 u,11.6 u,0 u,4.2 u,3.2 u,2.1 u,0 u,0 u,4.5 u,5.0 u
PC,SEV,Y16-24,T,DK,12.2 u,,,,,,,,,,
PC,SEV,Y16-24,T,EA,,,,,,,,,,,
PC,SEV,Y16-24,T,EA18,,,,,,,,,,,
PC,SEV,Y16-24,T,EA19,,,,,,,,,,,
PC,SEV,Y16-24,T,EE,2.3,19.6,13.3 u,11.3 u,6.5 u,9.7 u,16.8 u,13.1 u,0.0,12.7 u,22.1 u
PC,SEV,Y16-24,T,EL,21.0 u,20.1 u,20.3 u,23.8,11.8 u,2.0 u,,,,,
PC,SEV,Y16-24,T,ES,1.4 u,12.5 u,,5.9 u,8.9 u,0 u,8.8 u,4.6 u,0 u,15.3 u,3.0 u
PC,SEV,Y16-24,T,EU,,,,,,,,,,,
PC,SEV,Y16-24,T,EU27_2007,,,,,,,,,,,
PC,SEV,Y16-24,T,EU27_2020,,,,,,,,,,,
PC,SEV,Y16-24,T,EU28,,,,,,,,,,,
PC,SEV,Y16-24,T,FI,0 u,0.9 u,,0 u,12.6 u,,2.8 u,0 u,,,0 u
PC,SEV,Y16-24,T,FR,5.5 b,4.4,9.0 u,7.6 u,1.8,3.7 u,1.7,7.2,1.1,3.9,7.0
PC,SEV,Y16-24,T,HR,12.0 u,7.8 u,10.3 u,10.9 u,22.2 u,,,,,,
PC,SEV,Y16-24,T,HU,13.3 u,23.7 u,21.3 u,40.1 u,71.2 u,45.5 u,51.5 u,37.6 u,37.0 u,32.9,52.8 u
PC,SEV,Y16-24,T,IE,5.5 bu,0 u,0 u,1.1 u,1.2 u,3.1 u,0 u,0 u,,,
PC,SEV,Y16-24,T,IS,,,5.1 u,,7.5 u,8.7 u,6.3 u,7.2 u,3.5 u,0 u,
PC,SEV,Y16-24,T,IT,,,12.3 u,23.4 u,5.5 u,19.7,9.9,17.9,15.0,11.5 u,13.4 u
PC,SEV,Y16-24,T,LT,,,,,,,,44.6 u,19.4 u,9.7 u,
PC,SEV,Y16-24,T,LU,,8.2 u,0 u,1.5 u,7.7 u,0 u,0 u,6.9 u,0.5 u,,0.5 u
PC,SEV,Y16-24,T,LV,,,,,,,,30.4 u,,54.0 u,
PC,SEV,Y16-24,T,ME,39.2 u,41.3 u,50.9 u,,,36.9 u,43.0 u,40.7 u,,,
PC,SEV,Y16-24,T,MK,,26.5 u,,,,,,,,,
PC,SEV,Y16-24,T,MT,,,,,,,,,,,
PC,SEV,Y16-24,T,NL,,,2.6 u,1.5 u,,,,,,,
PC,SEV,Y16-24,T,NO,,,,,,,,,,,
PC,SEV,Y16-24,T,PL,,16.9,15.3 u,27.1,30.8 u,34.0 u,19.4,13.9,12.9,19.0,25.3
PC,SEV,Y16-24,T,PT,8.7 u,19.0,13.8,21.0 u,24.9 u,0 u,10.8 u,,,13.7 u,25.5 u
PC,SEV,Y16-24,T,RO,,,,,,,,60.4 u,56.1 u,64.5 u,30.0 u
PC,SEV,Y16-24,T,RS,,,,,,25.7 u,,,,,
PC,SEV,Y16-24,T,SE,,,,,,,,4.3 u,12.2 u,10.8 u,3.6 u
PC,SEV,Y16-24,T,SI,,,,17.1 u,,18.4 u,6.1 u,,20.5 u,23.3 u,24.2 u
PC,SEV,Y16-24,T,SK,14.5 u,11.2 u,10.1,12.2 u,10.5 u,13.7 u,19.1 u,5.0 u,12.7 u,9.2 u,5.1 u
PC,SEV,Y16-24,T,TR,53.5,54.5,50.4,52.0,46.4,50.9,54.9,47.3,48.4,57.3,54.8
PC,SEV,Y16-24,T,UK,,,3.6,3.4 b,4.0,0.0,1.4,5.2,5.1,1.7 u,9.4 u
PC,SEV,Y16-24,T,XK,,,,,,,,,,,
PC,SEV,Y16-29,F,AL,11.3,40.6,36.2,33.7 u,,,,,,,
PC,SEV,Y16-29,F,AT,,0 u,8.0 u,6.2 u,,,,,15.4 u,,
PC,SEV,Y16-29,F,BE,12.9 u,6.1 bu,12.8 u,7.6 u,8.0 bu,0 u,1.7 u,0 u,,,0 u
PC,SEV,Y16-29,F,BG,,,,,,,,,,,
PC,SEV,Y16-29,F,CH,0 u,,,3.1 u,,,,,0 u,1.5 u,0 u
PC,SEV,Y16-29,F,CY,,,,,,0 u,8.1 u,0.5 u,,,
PC,SEV,Y16-29,F,CZ,,,,,,,,,,,
PC,SEV,Y16-29,F,DE,3.7 bu,,9.5 u,0 u,4.2 u,,0 u,3.6 u,0 u,6.8 u,3.3 u
PC,SEV,Y16-29,F,DK,,,,,,,,,,2.1 u,
PC,SEV,Y16-29,F,EA,,,,,,,,,,,
PC,SEV,Y16-29,F,EA18,,,,,,,,,,,
PC,SEV,Y16-29,F,EA19,,,,,,,,,,,
PC,SEV,Y16-29,F,EE,7.6 u,20.5 u,18.3 u,30.5 u,6.1 u,11.2 u,7.3 u,13.3 u,3.5 u,11.1 u,23.8 u
PC,SEV,Y16-29,F,EL,1.2 u,0 u,11.5 u,15.5 u,5.8 u,15.0 u,,,,,
PC,SEV,Y16-29,F,ES,,,,8.4 u,,,,0 u,13.1 u,,2.4 u
PC,SEV,Y16-29,F,EU,,,,,,,,,,,
PC,SEV,Y16-29,F,EU27_2007,,,,,,,,,,,
PC,SEV,Y16-29,F,EU27_2020,,,,,,,,,,,
PC,SEV,Y16-29,F,EU28,,,,,,,,,,,
PC,SEV,Y16-29,F,FI,,0 u,,,5.1 u,,,6.4 u,0 u,,14.7 u
PC,SEV,Y16-29,F,FR,5.9 bu,0.7 u,3.2 u,7.4 u,1.3 u,6.4 u,4.1 u,6.1 u,0 u,6.6 u,7.5 u
PC,SEV,Y16-29,F,HR,4.6 u,5.8 u,6.7 u,5.2 u,,,,,,,
PC,SEV,Y16-29,F,HU,,,15.5 u,30.6 u,,,63.9 u,51.1 u,55.9 u,40.6 u,32.2 u
PC,SEV,Y16-29,F,IE,,,,1.5 u,,,,,,,
PC,SEV,Y16-29,F,IS,,,3.9 u,,11.6 u,9.4 u,6.3 u,4.5 u,,,
PC,SEV,Y16-29,F,IT,,,,12.6 u,2.7 u,33.4 u,28.7 u,15.1,21.3 u,16.8 u,
PC,SEV,Y16-29,F,LT,,,,,,,,,,,
PC,SEV,Y16-29,F,LU,,6.9 u,0 u,1.4 u,4.0 u,,,,,,0.4 u
PC,SEV,Y16-29,F,LV,,,,,,,,,,,
PC,SEV,Y16-29,F,ME,,30.3 u,40.5 u,,,,,,,,
PC,SEV,Y16-29,F,MK,,,,,,,,,,,
PC,SEV,Y16-29,F,MT,,,,,,,,,,,
PC,SEV,Y16-29,F,NL,,,1.9 u,0 u,,,,,,,
PC,SEV,Y16-29,F,NO,,,,,0 u,,,,,,
PC,SEV,Y16-29,F,PL,,11.0 u,15.0 u,28.7 u,38.5 u,42.2 u,31.2 u,29.1 u,13.0 u,28.2 u,30.3 u
PC,SEV,Y16-29,F,PT,4.4 u,0.3 u,3.2,14.0 u,13.0 u,3.9 u,,4.9 u,,,
PC,SEV,Y16-29,F,RO,,,,,,,,,,,
PC,SEV,Y16-29,F,RS,,,,,,,,,,,
PC,SEV,Y16-29,F,SE,,,,,,,,8.2 u,,,0 u
PC,SEV,Y16-29,F,SI,,,,22.8 u,,,,,31.9 u,30.6 u,21.2 u
PC,SEV,Y16-29,F,SK,6.3 u,3.3 u,4.1 u,2.9 u,1.5 u,4.2 u,9.1 u,2.9 u,4.6 u,7.4 u,4.4 u
PC,SEV,Y16-29,F,TR,38.3,46.4,44.0,45.8,43.7,39.0,45.3,39.6,42.0,45.5,47.3
PC,SEV,Y16-29,F,UK,,,1.7,3.8 b,2.8,7.1,3.7,3.7,7.4,1.6 u,2.2 u
PC,SEV,Y16-29,F,XK,,,,,,,,,,,
PC,SEV,Y16-29,M,AL,19.9,29.9,38.8,42.8,,,,,,,
PC,SEV,Y16-29,M,AT,,3.1 u,,,,,5.8 u,5.0 u,13.0 u,3.5 u,1.4 u
PC,SEV,Y16-29,M,BE,8.9 u,7.7 bu,4.8 u,9.6 u,0 u,0 u,0 u,0 u,,6.3 u,3.5 u
PC,SEV,Y16-29,M,BG,,,,,,,,,,,
PC,SEV,Y16-29,M,CH,,,,7.8 u,,,,,12.7 u,6.2 u,0 u
PC,SEV,Y16-29,M,CY,,6.7 u,6.2 u,,,0 u,1.6 u,5.8 u,4.5 u,0 u,0 u
PC,SEV,Y16-29,M,CZ,,,,,,,,,,,
PC,SEV,Y16-29,M,DE,5.4 bu,5.5 u,4.8 u,9.9 u,3.8 u,0 u,2.0 u,10.5 u,1.4 u,11.5 u,6.6 u
PC,SEV,Y16-29,M,DK,,,,,,,,,,,
PC,SEV,Y16-29,M,EA,,,,,,,,,,,
PC,SEV,Y16-29,M,EA18,,,,,,,,,,,
PC,SEV,Y16-29,M,EA19,,,,,,,,,,,
PC,SEV,Y16-29,M,EE,13.2,7.8,1.0 u,4.1 u,1.9 u,6.6 u,11.5 u,2.9 u,0 u,3.6 u,12.3 u
PC,SEV,Y16-29,M,EL,23.4 u,20.3 u,25.3 u,25.8,20.0 u,8.1 u,,,,,
PC,SEV,Y16-29,M,ES,1.3 u,5.3 u,,3.6 u,18.3 u,1.4 u,3.9 u,4.2 u,0 u,13.2 u,1.5 u
PC,SEV,Y16-29,M,EU,,,,,,,,,,,
PC,SEV,Y16-29,M,EU27_2007,,,,,,,,,,,
PC,SEV,Y16-29,M,EU27_2020,,,,,,,,,,,
PC,SEV,Y16-29,M,EU28,,,,,,,,,,,
PC,SEV,Y16-29,M,FI,,0.8 u,,0 u,12.9 u,,0 u,0 u,,,20.2 u
PC,SEV,Y16-29,M,FR,1.1 bu,5.0 u,10.4 u,5.7 u,4.6 u,3.9 u,1.4,3.6 u,2.4,2.6,11.4 u
PC,SEV,Y16-29,M,HR,23.7 u,7.2 u,9.4 u,6.4 u,9.1 u,,,,,,
PC,SEV,Y16-29,M,HU,,28.4 u,25.3 u,39.1 u,44.2 u,37.6 u,36.9 u,32.3 u,36.6 u,43.6 u,32.5 u
PC,SEV,Y16-29,M,IE,0 u,,,,0 u,,0 u,,,,
PC,SEV,Y16-29,M,IS,,,,,,,,,0 u,0 u,
PC,SEV,Y16-29,M,IT,,,11.3 u,20.0 u,7.5 u,10.4 u,16.6,14.8,11.0,18.7 u,11.8 u
PC,SEV,Y16-29,M,LT,,,,,,,,38.1 u,,,
PC,SEV,Y16-29,M,LU,,,,0 u,12.8 u,1.9 u,3.6 u,6.8 u,0.4 u,0 u,
PC,SEV,Y16-29,M,LV,,,,,,43.2 u,,32.1 u,,44.4 u,
PC,SEV,Y16-29,M,ME,39.1 u,34.4 u,34.9 u,,,39.6 u,35.0 u,35.6 u,,,
PC,SEV,Y16-29,M,MK,,,,,,,,,,,
PC,SEV,Y16-29,M,MT,,,,,,,,,,,
PC,SEV,Y16-29,M,NL,,,,,,,,,,,
PC,SEV,Y16-29,M,NO,,,,,,,,,,,
PC,SEV,Y16-29,M,PL,,22.9,22.6 u,10.9 u,26.7 u,27.7 u,28.0,17.9,12.5,7.0 u,18.2
PC,SEV,Y16-29,M,PT,14.0 u,24.7 u,12.6,12.1 u,19.0 u,0.3 u,10.8 u,,,0 u,17.5 u
PC,SEV,Y16-29,M,RO,,,,,,,61.3 u,46.0 u,55.2 u,48.2 u,
PC,SEV,Y16-29,M,RS,,,,,,42.6 u,40.0 u,,,,
PC,SEV,Y16-29,M,SE,,,,,,,,,6.5 u,,
PC,SEV,Y16-29,M,SI,,,,3.2 u,6.2 u,14.0 u,8.3 u,,7.8 u,16.1 u,21.5 u
PC,SEV,Y16-29,M,SK,,10.6 u,13.7 u,14.0 u,11.8 u,13.5 u,11.6 u,4.2 u,17.4 u,5.7 u,1.3 u
PC,SEV,Y16-29,M,TR,53.3,51.4,43.7,42.1,51.2,50.0,54.8,47.8,39.8,52.0,53.9
PC,SEV,Y16-29,M,UK,,,5.1,3.1 b,4.8,0.0,3.5,2.6,0.0,0 u,9.7 u
PC,SEV,Y16-29,M,XK,,,34.3 u,,,,,,,,
PC,SEV,Y16-29,T,AL,16.1,34.0,37.6,38.9,,,,,,,
PC,SEV,Y16-29,T,AT,3.9 u,1.5 u,13.6 u,10.6 u,14.9 u,4.2 u,9.6 u,3.4 u,14.2,8.0 u,0.7 u
PC,SEV,Y16-29,T,BE,10.3,7.1 b,8.7,8.6,4.3 b,0 u,0.9,0.0,1.2 u,3.7 u,1.8 u
PC,SEV,Y16-29,T,BG,,,39.3 u,31.9 u,61.0 u,50.8 u,,,,29.1 u,
PC,SEV,Y16-29,T,CH,4.3 u,20.8 u,12.0 u,5.5 u,15.1 u,3.5 u,5.2 u,8.6 u,6.1,3.6,0.0
PC,SEV,Y16-29,T,CY,0 u,6.7 u,4.1 u,18.6 u,0 u,0 u,5.6 u,3.3,2.6 u,0 u,0 u
PC,SEV,Y16-29,T,CZ,,,,7.5 u,,,,,1.5 u,0 u,9.4 u
PC,SEV,Y16-29,T,DE,4.7 b,5.8 u,7.1 u,4.5,4.0 u,4.2 u,1.1,6.7,0.9,9.4,5.0
PC,SEV,Y16-29,T,DK,12.7 u,,,10.7 u,0 u,0 u,11.5 u,14.4 u,,1.4 u,0.0 u
PC,SEV,Y16-29,T,EA,5.8 u,,,7.4 u,6.0 u,7.0 u,5.7 u,6.8 u,5.2 u,8.2 u,7.7 u
PC,SEV,Y16-29,T,EA18,5.9 u,,,7.3 u,6.0 u,7.0 u,5.7 u,7.0 u,5.4 u,8.4 u,8.0 u
PC,SEV,Y16-29,T,EA19,5.8 u,,,7.4 u,6.0 u,7.0 u,5.9 u,7.4 u,5.5 u,8.6 u,8.2 u
PC,SEV,Y16-29,T,EE,10.7,13.2,10.7,14.2,3.5,8.9,10.3,8.0,1.4,7.9,17.7 u
PC,SEV,Y16-29,T,EL,12.6,12.7,18.4,20.9,13.7,11.3,16.3 u,,,18.8 u,10.1 u
PC,SEV,Y16-29,T,ES,0.7 u,8.2 u,0.3 u,5.4 u,12.8 u,0.8 u,4.9 u,2.6 u,6.8 u,9.1 u,2.0
PC,SEV,Y16-29,T,EU,,,,7.7 u,8.1 u,9.5 u,9.3 u,8.8 u,8.6 u,10.2 u,10.2 u
PC,SEV,Y16-29,T,EU27_2007,,,,7.8 u,8.1 u,9.5 u,9.3 u,8.8 u,8.6 u,10.2 u,10.2 u
PC,SEV,Y16-29,T,EU27_2020,9.6 u,,,9.9 u,,,11.0 u,10.6 u,10.2 u,12.2 u,11.0 u
PC,SEV,Y16-29,T,EU28,,,,7.7 u,8.1 u,9.5 u,9.3 u,8.8 u,8.6 u,10.2 u,10.2 u
PC,SEV,Y16-29,T,FI,0 u,0.5 u,2.2 u,0 u,8.6 u,0.6 u,1.7 u,3.0 u,0 u,0.5 u,17.8 u
PC,SEV,Y16-29,T,FR,3.6 b,2.9,7.0,6.5,3.1,4.7,2.5,4.8,1.5,4.3,9.8
PC,SEV,Y16-29,T,HR,13.8,6.5,8.2,5.9,14.6 u,12.9 u,,23.1 u,,,
PC,SEV,Y16-29,T,HU,14.6 u,21.1 u,19.7 u,35.7,47.6 u,43.6 u,47.1,39.2,46.4,42.0,32.4
PC,SEV,Y16-29,T,IE,4.6 bu,0 u,0 u,0.7 u,1.0 u,1.9 u,0 u,4.7 u,0 u,0.9 u,0 u
PC,SEV,Y16-29,T,IS,,,2.7 u,0 u,7.0 u,5.6 u,4.0 u,10.2 u,2.0 u,0 u,7.0 u
PC,SEV,Y16-29,T,IT,12.6 u,33.8 u,11.1 u,16.2 u,5.9,21.8,21.4,14.9,14.8,17.7,20.6 u
PC,SEV,Y16-29,T,LT,,37.0 u,,14.4 u,2.8 u,8.9 u,37.4 u,38.5 u,16.6 u,17.0 u,
PC,SEV,Y16-29,T,LU,6.2 bu,4.1 u,0.0,0.8,9.1,1.4,2.2 u,3.8 u,0.3 u,0 u,0.2 u
PC,SEV,Y16-29,T,LV,17.6 u,,31.8 u,29.0 u,24.0 u,36.9 u,33.1 u,27.5 u,29.2 u,45.4 u,51.2 u
PC,SEV,Y16-29,T,ME,45.4 u,32.5,37.7 u,40.2 u,39.3 u,46.6 u,35.5 u,39.9 u,,,
PC,SEV,Y16-29,T,MK,28.4 u,26.5 u,14.9 u,,,,,,20.8 u,31.1 u,
PC,SEV,Y16-29,T,MT,,,,,,,,,,,
PC,SEV,Y16-29,T,NL,6.6 u,12.6 u,6.2 u,0.9 u,8.1 u,0 u,,,,,
PC,SEV,Y16-29,T,NO,3.6 u,0 u,,3.8 u,0 u,6.1 u,0 u,,12.5 u,,
PC,SEV,Y16-29,T,PL,,17.1,19.6,17.5,31.2,34.7,29.1,22.3,12.7,17.3,24.1
PC,SEV,Y16-29,T,PT,9.2,14.1,7.1,13.1,16.6,2.0,6.1 u,7.9 u,6.3 u,8.0 u,17.2 u
PC,SEV,Y16-29,T,RO,64.2 u,,,,,49.2 u,61.2 u,44.5 u,61.9 u,52.2 u,33.6 u
PC,SEV,Y16-29,T,RS,34.0 u,,,30.8 u,,28.9 u,41.2 u,,,,
PC,SEV,Y16-29,T,SE,,,,,,,,5.4 u,11.6 u,15.0 u,2.4 u
PC,SEV,Y16-29,T,SI,10.0 u,5.5 u,23.1 u,13.9 u,8.2 u,19.5 u,4.4 u,7.7 u,17.9,20.9,21.4
PC,SEV,Y16-29,T,SK,7.9 u,7.5,9.5,10.4,8.0,8.4,10.3,3.6,11.9,6.4,2.7
PC,SEV,Y16-29,T,TR,47.5,49.2,43.9,43.6,47.8,44.9,51.3,44.9,40.8,49.1,50.9
PC,SEV,Y16-29,T,UK,,,3.3,3.4 b,3.9,3.6,3.6,3.1,4.4,1.0,6.7
PC,SEV,Y16-29,T,XK,,,42.9 u,,,,,,,,
PC,SEV,Y16-64,F,AL,17.4,28.6,29.8,27.5,,,,,,,
PC,SEV,Y16-64,F,AT,6.2,4.3,9.7,8.7,8.0,5.4,8.2,6.4,6.6,4.8,5.0
PC,SEV,Y16-64,F,BE,1.7,1.4 b,3.7,2.8,2.4 b,0.9,0.5,0.1,0.1,0.0,1.9
PC,SEV,Y16-64,F,BG,20.2,15.5,16.1,18.0,15.8,22.0,17.8,22.2,18.5,18.5,25.4
PC,SEV,Y16-64,F,CH,0.8,4.7,3.2,2.6,3.2,3.3,0.0 n,2.7,0.3,3.0,0.8
PC,SEV,Y16-64,F,CY,1.5,2.2,0.4,5.2,0.0,0.0,3.0,0.4,1.1,1.5,1.5
PC,SEV,Y16-64,F,CZ,8.1,8.3,7.6,5.6,8.2,9.7,7.5,5.7,6.1,8.5,6.1
PC,SEV,Y16-64,F,DE,2.2 b,2.9,2.1,1.7,1.5,2.7,2.2,2.4,3.4,2.2,2.5
PC,SEV,Y16-64,F,DK,6.0,0.5,9.2,2.9,2.3,4.3,5.2,4.9,2.7,2.0,1.7
PC,SEV,Y16-64,F,EA,4.7,4.3 e,4.3 e,3.7 e,4.2 e,6.1 e,4.1 e,5.0 e,5.0 e,4.4 e,4.4 e
PC,SEV,Y16-64,F,EA18,4.6,4.3 e,4.3,3.7 e,4.2,6.0 e,4.1,5.1,5.0,4.5,4.6
PC,SEV,Y16-64,F,EA19,4.7,4.3 e,4.3,3.7 e,4.2,6.1 e,4.1,5.2,5.0,4.5,4.6
PC,SEV,Y16-64,F,EE,6.2,5.9,6.3,7.7,6.2,5.0,5.6,10.6,3.3,5.8,19.0
PC,SEV,Y16-64,F,EL,13.0,9.9,9.5,9.3,9.7,13.0,7.3,12.3,16.0,12.1,19.0
PC,SEV,Y16-64,F,ES,6.0,2.6,2.2,1.4,3.3,4.6,1.0,3.2,2.5,0.7,3.2
PC,SEV,Y16-64,F,EU,,5.2 e,5.2,4.7 e,5.5,7.2 e,5.5,6.6,6.4,6.6,6.5
PC,SEV,Y16-64,F,EU27_2007,,5.1 e,5.1,4.7 e,5.4,7.2 e,5.5,6.6,6.4,6.5,6.4
