unit,hlth_pb,worktime,age,sex,time,EU28,BE,BG,CZ,DK,DE,EE,IE,EL,ES,FR,HR,IT,CY,LV,LT,LU,HU,MT,NL,AT,PL,PT,RO,SI,SK,FI,SE,IS,CH,UK,TR
THS,TOTAL,FT,TOTAL,T,2011,165255.217,3274.833,2794.833,4559.555,1971.076,23437.577,533.911,1390.485,3471.41,14494.474,20759.256,1325.017,17939.998,355.93,766.7,1130.61,181.869,3501.724,145.865,4240.492,3132.721,14274.025,4149.695,7948.683,833.249,2203.424,2060.796,3415.76,129.907,2867.813,20961.251,21035.548
THS,TOTAL,FT,Y15-24,F,2011,5234.536,95.771,72.298,103.622,54.206,1203.557,18.913,44.45,48.397,256.464,665.058,30.007 u,261.911,14.359,27.948,30.091,4.251,81.297,8.274,102.921,183.572,390.427,107.972,241.348,13.653,50.435,66.182,91.72,8.995,203.431,965.432,995.136
THS,TOTAL,FT,Y15-24,M,2011,7664.842,145.735,105.131,174.168,92.517,1492.994,26.23,47.901,85.813,376.525,1023.94,63.927,552.333,13.424,35.571,40.075,6.036,108.401,11.783,206.995,260.245,646.758,148.1,335.038,29.022,92.967,86.048,171.493,9.639,256.267,1285.674,2218.058
THS,TOTAL,FT,Y15-24,T,2011,12899.378,241.506,177.429,277.79,146.723,2696.55,45.142,92.351,134.21,632.99,1688.997,93.934,814.244,27.784,63.519,70.167,10.287,189.699,20.057,309.916,443.818,1037.185,256.071,576.386,42.676,143.402,152.231,263.213,18.634,459.698,2251.105,3213.194
THS,TOTAL,FT,Y25-34,F,2011,16281.843,337.154,299.025,428.334,162.18,1844.263,58.268,208.765,337.236,1604.782,2050.645,125.228,1395.847,52.757,91.301,136.68,22.229,388.699,17.433,307.76,276.574,1740.874,531.807,1025.159,107.288,243.778,194.149,295.498,10.593,231.439,1998.129,1671.096
THS,TOTAL,FT,Y25-34,M,2011,24555.294,546.844,363.785,723.716,230.308,3058.706,76.517,229.791,508.769,2158.215,3102.566,160.582,2494.283,52.786,97.776,134.052,30.865,580.998,28.439,727.82,441.226,2454.181,594.389,1237.961,126.779,360.411,269.888,465.837,16.225,414.88,3297.802,5186.944
THS,TOTAL,FT,Y25-34,T,2011,40837.137,883.998,662.81,1152.05,392.488,4902.969,134.785,438.556,846.005,3762.997,5153.212,285.81,3890.131,105.543,189.077,270.731,53.094,969.698,45.872,1035.58,717.8,4195.055,1126.196,2263.12,234.066,604.189,464.038,761.334,26.818,646.319,5295.931,6858.041
THS,TOTAL,FT,Y35-44,F,2011,17010.514,309.811,379.278,574.488,220.038,1607.594,63.513,137.605,446.194,1728.453,2156.743,145.533,1893.696,45.525,98.06,159.999,16.671,463.188,8.475,201.091,245.209,1705.526,584.772,1123.36,112.475,275.342,224.355,331.751,12.877,154.73,1751.77,1451.786
THS,TOTAL,FT,Y35-44,M,2011,28753.162,608.794,406.787,767.683,337.542,3988.68,73.187,250.936,663.252,2738.265,3542.513,161.24,3808.853,46.873,99.217,149.706,37.322,578.178,23.843,933.007,563.499,2108.588,663.975,1395.31,127.775,333.682,279.762,557.805,18.44,496.323,3506.889,4464.326
THS,TOTAL,FT,Y35-44,T,2011,45763.676,918.605,786.065,1342.171,557.58,5596.274,136.7,388.54,1109.446,4466.718,5699.256,306.773,5702.549,92.398,197.276,309.705,53.992,1041.366,32.318,1134.098,808.709,3814.115,1248.747,2518.67,240.249,609.024,504.118,889.555,31.317,651.052,5258.659,5916.112
THS,TOTAL,FT,Y45-54,F,2011,17088.274,278.491,364.267,540.509,229.08,2097.135,68.768,110.368,360.544,1471.59,2290.311,201.502,1779.274,36.246,109.823,172.289,14.112,431.537,6.902,198.788,299.611,1719.075,464.576,775.755,116.231,284.152,286.624,357.545,14.214,167.581,2023.168,852.038
THS,TOTAL,FT,Y45-54,M,2011,26933.58,605.594,355.45,606.501,322.435,4484.26,65.112,194.948,560.369,2295.339,3461.676,218.279,3470.689,46.764,94.557,153.046,33.891,437.517,25.15,953.305,568.368,1885.879,563.846,936.911,127.609,296.784,298.313,524.584,17.234,525.43,3346.401,2810.44
THS,TOTAL,FT,Y45-54,T,2011,44021.854,884.085,719.717,1147.01,551.515,6581.395,133.88,305.315,920.913,3766.93,5751.987,419.781,5249.964,83.01,204.38,325.335,48.003,869.054,32.052,1152.093,867.98,3604.954,1028.422,1712.667,243.84,580.936,584.938,882.129,31.447,693.011,5369.569,3662.478
THS,TOTAL,FT,Y55-64,F,2011,7809.234,92.461,208.265,243.443,123.893,1148.978,46.027,51.783,155.689,675.727,1038.415,79.209,774.254,16.886,64.274,80.243,4.57,207.688,2.348 u,96.693,86.69,575.362,212.393,358.027,23.028,102.839,175.348,238.164,8.766,91.311,926.54,343.47
THS,TOTAL,FT,Y55-64,M,2011,13923.938,254.179,240.547,397.091,198.877,2511.41,37.377,113.939,305.148,1189.112,1427.39,139.509,1508.858,30.309,48.175,74.429,11.923,224.219,13.218,512.111,207.725,1047.355,277.866,519.813,49.389,163.033,180.125,381.365,12.925,326.422,1859.448,1042.254
THS,TOTAL,FT,Y55-64,T,2011,21733.172,346.64,448.813,640.534,322.77,3660.388,83.404,165.722,460.836,1864.839,2465.805,218.719,2283.111,47.195,112.448,154.672,16.493,431.908,15.566,608.804,294.415,1622.717,490.258,877.84,72.417,265.872,355.473,619.529,21.691,417.733,2785.987,1385.724
THS,TOTAL,NRP,TOTAL,F,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,10.553,25.377,:
THS,TOTAL,NRP,TOTAL,M,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,3.758 u,33.777,:
THS,TOTAL,NRP,TOTAL,T,2011,63.371 u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,0.641 u,:,:,:,:,:,:,:,:,:,: u,: u,: u,14.311,59.153,:
THS,TOTAL,NRP,Y15-24,F,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,2.263 u,: u,:
THS,TOTAL,NRP,Y15-24,M,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,13.237,:
THS,TOTAL,NRP,Y15-24,T,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,2.523 u,22.502,:
THS,TOTAL,NRP,Y25-34,F,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,: u,:
THS,TOTAL,NRP,Y25-34,M,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,: u,:
THS,TOTAL,NRP,Y25-34,T,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,12.638,:
THS,TOTAL,NRP,Y35-44,F,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,: u,:
THS,TOTAL,NRP,Y35-44,M,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,: u,:
THS,TOTAL,NRP,Y35-44,T,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,: u,:
THS,TOTAL,NRP,Y45-54,F,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,3.925 u,: u,:
THS,TOTAL,NRP,Y45-54,M,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,2.092 u,: u,:
THS,TOTAL,NRP,Y45-54,T,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,6.016 u,: u,:
THS,TOTAL,NRP,Y55-64,F,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,2.419 u,: u,:
THS,TOTAL,NRP,Y55-64,M,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,: u,: u,:
THS,TOTAL,NRP,Y55-64,T,2011,: u,:,:,:,:,:,:,:,:,:,:,:,:,:,: u,:,: u,:,:,:,:,:,:,:,:,:,: u,: u,: u,3.825 u,: u,:
THS,TOTAL,PT,TOTAL,F,2011,28935.188,871.284,30.383,163.043,481.409,6672.87,40.009,297.619,142.244,1880.256,3652.176,62.612,2586.597,22.495,42.333,60.095,34.626,149.761,14.721,2920.035,795.416,711.675,292.069,406.514,50.032,58.546,219.025,843.615,22.841,1077.894,5433.729,1714.539
THS,TOTAL,PT,TOTAL,M,2011,8797.432,221.435,24.491,48.697,197.819,1432.442,13.652,116.483,87.775,592.808,860.062,41.587,678.626,12.128,25.602,37.09,5.125,93.188,5.296,1067.251,141.501,409.195,160.412,422.041,33.365,34.809,116.091,267.826,7.282,258.873,1650.633,1027.615
THS,TOTAL,PT,TOTAL,T,2011,37732.62,1092.719,54.874,211.741,679.228,8105.312,53.661,414.102,230.019,2473.064,4512.238,104.199,3265.223,34.622,67.935,97.185,39.751,242.948,20.017,3987.286,936.917,1120.871,452.482,828.555,83.397,93.355,335.116,1111.441,30.122,1336.767,7084.362,2742.153
THS,TOTAL,PT,Y15-24,F,2011,3250.936,49.911,: u,15.5,151.076,440.167,6.343,45.694,14.819,219.018,318.861,: u,154.875,2.56,: u,: u,1.22,15.115,1.809 u,534.97,56.185,97.094,34.434,54.01,14.842,4.827,63.131,155.773,6.089,75.04,783.939,268.008
THS,TOTAL,PT,Y15-24,M,2011,2260.934,24.148,: u,9.347,105.429,316.153,2.682 u,31.667,14.227,110.556,170.724,: u,100.835,2.534,: u,: u,0.688 u,10.86,1.898 u,432.079,28.419,101.042,19.887,66.013,13.69,5.603,36.074,85.43,3.52,46.203,556.659,219.862
THS,TOTAL,PT,Y15-24,T,2011,5511.87,74.059,9.195 u,24.848,256.505,756.32,9.025,77.361,29.046,329.574,489.585,6.014 u,255.71,5.094,5.913 u,7.931 u,1.908,25.976,3.707,967.049,84.603,198.135,54.321,120.023,28.532,10.43,99.205,241.203,9.61,121.242,1340.599,487.871
THS,TOTAL,PT,Y25-34,F,2011,5398.063,163.965,: u,37.655,73.972,1103.668,7.528,57.473,39.796,475.593,691.266,10.878 u,566.011,6.253,9.765,10.132,5.786,30.909,3.244,509.661,153.483,159.375,51.409,76.498,12.402,14.688,41.589,152.651,4.808,185.732,926.235,426.649
THS,TOTAL,PT,Y25-34,M,2011,1803.197,38.428,: u,9.481,34.788,330.344,3.733 u,26.912,23.906,201.692,186.387,: u,178.512,3.94,6.635 u,8.116,1.117 u,20.605,: u,147.856,40.785,66.516,35.494,107.125,5.65 u,8.325,19.375,46.366,1.215,67.335,241.855,183.482
THS,TOTAL,PT,Y25-34,T,2011,7201.26,202.392,11.288 u,47.137,108.76,1434.012,11.261,84.385,63.702,677.285,877.653,14.197 u,744.523,10.193,16.4,18.248,6.903,51.513,4.07,657.518,194.268,225.891,86.903,183.623,18.053,23.013,60.964,199.017,6.023,253.067,1168.09,610.132
THS,TOTAL,PT,Y35-44,F,2011,8190.695,251.86,: u,46.733,98.928,1951.275,8.973,75.156,38.101,575.562,1077.537,11.415 u,955.495,5.317,10.697,16.147,12.981,41.419,4.895,730.687,271.553,138.801,51.915,99.656,8.493 u,12.957,39.337,203.805,4.578,306.747,1445.938,473.422
THS,TOTAL,PT,Y35-44,M,2011,1475.621,44.386,: u,5.959 u,18.099,242.507,: u,19.431,21.601,152.837,154.072,6.225 u,168.849,1.701,: u,8.489,1.035 u,20.613,: u,134.227,20.991,46.874,29.255,93.686,3.084 u,6.736,9.826,37.291,: u,51.41,216.049,192.61
THS,TOTAL,PT,Y35-44,T,2011,9666.316,296.245,10.393 u,52.692,117.027,2193.782,11.139,94.587,59.702,728.398,1231.609,17.64 u,1124.344,7.018,14.484,24.636,14.017,62.032,5.41,864.913,292.544,185.675,81.17,193.342,11.577,19.693,49.163,241.096,5.425,358.157,1661.987,666.032
THS,TOTAL,PT,Y45-54,F,2011,7625.226,274.493,: u,26.023,84.494,2045.636,8.685,71.466,30.408,407.785,1008.354,21.409 u,704.269,4.991,12.249,16.373,10.81,33.839,3.386,741.964,236.237,142.848,78.556,76.419,5.745 u,16.085,25,164.172,3.83,318.337,1367.424,341.256
THS,TOTAL,PT,Y45-54,M,2011,1506.39,59.536,: u,7.171,16.589,281.243,: u,19.643,15.593,75.873,189.797,12.2 u,120.884,1.674,5.802 u,11.094,1.332,21.643,: u,156.363,25.862,78.645,27.724,71.025,5.706 u,7.85,13.148,34.12,: u,47.484,237.883,233.838
THS,TOTAL,PT,Y45-54,T,2011,9131.616,334.029,11.315 u,33.194,101.083,2326.879,10.836,91.109,46.001,483.657,1198.151,33.61 u,825.153,6.665,18.052,27.467,12.142,55.482,4.015,898.327,262.098,221.493,106.28,147.444,11.451,23.935,38.148,198.292,4.538,365.821,1605.307,575.095
THS,TOTAL,PT,Y55-64,F,2011,4470.268,131.055,7.175 u,37.132,72.94,1132.124,8.48,47.831,19.121,202.299,556.157,16.512 u,205.947,3.374,7.608,12.952,3.828,28.479,: u,402.753,77.958,173.558,75.756,99.931,8.55 u,9.989,49.968,167.213,3.536,192.038,910.192,205.203
THS,TOTAL,PT,Y55-64,M,2011,1751.29,54.938,: u,16.739,22.914,262.195,2.919 u,18.829,12.447,51.851,159.083,16.227 u,109.546,2.278,5.477 u,5.951 u,0.953 u,19.467,: u,196.726,25.446,116.119,48.052,84.192,5.234 u,6.295,37.668,64.62,: u,46.442,398.187,197.822
THS,TOTAL,PT,Y55-64,T,2011,6221.558,185.993,12.683 u,53.871,95.854,1394.319,11.399,66.66,31.569,254.15,715.24,32.739 u,315.493,5.652,13.085,18.903,4.781,47.945,2.815 u,599.479,103.404,289.676,123.808,184.123,13.784,16.285,87.636,231.833,4.526,238.48,1308.379,403.024
THS,TOTAL,TOTAL,TOTAL,F,2011,92387.656,1984.97,1353.516,2053.439,1270.806,14574.397,295.498,850.589,1490.304,7617.273,11853.347,644.092,8691.579,188.268,434.391,639.397,96.938,1722.17,58.153,3827.288,1887.073,6842.94,2193.588,3930.163,422.707,1015.092,1166.029,2159.507,78.285,1936.937,13124.143,7028.064
THS,TOTAL,TOTAL,TOTAL,M,2011,110663.553,2382.582,1496.191,2717.856,1379.498,16968.492,292.074,953.998,2211.125,9350.265,13418.148,785.124,12513.642,202.284,400.896,588.398,125.323,2022.502,107.729,4400.49,2182.565,8551.956,2408.588,4847.075,493.938,1281.687,1231.14,2369.362,81.822,2281.953,14980.623,16749.637
THS,TOTAL,TOTAL,TOTAL,T,2011,203051.209,4367.552,2849.707,4771.295,2650.304,31542.889,587.572,1804.587,3701.429,16967.538,25271.494,1429.216,21205.221,390.553,835.287,1227.796,222.261,3744.673,165.882,8227.778,4069.638,15394.896,4602.177,8777.237,916.645,2296.779,2397.169,4528.869,160.107,4218.891,28104.766,23777.701
THS,TOTAL,TOTAL,Y15-24,F,2011,8495.87,145.682,78.16,119.122,205.282,1643.723,25.255,90.143,63.216,475.482,983.919,32.405 u,416.786,16.919,29.961,34.583,5.54,96.412,10.083,637.891,239.757,487.521,142.406,295.358,28.495,55.262,129.313,248.556,15.084,280.733,1758.637,1263.144
THS,TOTAL,TOTAL,Y15-24,M,2011,9939.748,169.883,108.463,183.515,197.946,1809.147,28.912,79.568,100.04,487.081,1194.664,67.542,653.168,15.958,39.471,43.515,6.749,119.262,13.681,639.074,288.664,747.799,167.987,401.051,42.713,98.569,122.574,257.18,13.159,302.73,1855.569,2437.92
THS,TOTAL,TOTAL,Y15-24,T,2011,18435.617,315.565,186.623,302.637,403.228,3452.87,54.167,169.712,163.256,962.564,2178.583,99.947,1069.954,32.878,69.432,78.098,12.289,215.674,23.764,1276.965,528.421,1235.32,310.392,696.409,71.208,153.831,251.887,505.737,28.243,583.463,3614.206,3701.064
THS,TOTAL,TOTAL,Y25-34,F,2011,21684.48,501.119,305.205,465.99,236.152,2947.931,65.796,266.238,377.031,2080.375,2741.911,136.106,1961.858,59.01,101.067,146.812,28.136,419.608,20.677,817.421,430.058,1900.249,583.216,1101.656,119.69,258.465,235.905,448.149,15.401,418.124,2928.649,2097.746
THS,TOTAL,TOTAL,Y25-34,M,2011,26366.934,585.272,368.893,733.197,265.096,3389.05,80.251,256.703,532.675,2359.907,3288.953,163.902,2672.795,56.726,104.411,142.168,32.073,601.603,29.265,875.677,482.01,2520.697,629.883,1345.087,132.429,368.736,289.263,512.202,17.441,482.215,3548.009,5370.426
THS,TOTAL,TOTAL,Y25-34,T,2011,48051.414,1086.39,674.098,1199.187,501.248,6336.981,146.046,522.941,909.706,4440.282,6030.864,300.007,4634.653,115.736,205.477,288.98,60.209,1021.211,49.942,1693.098,912.068,4420.946,1213.099,2446.743,252.119,627.202,525.168,960.351,32.841,900.338,6476.659,7468.172
THS,TOTAL,TOTAL,Y35-44,F,2011,25204.716,561.67,384.338,621.221,318.966,3558.87,72.487,212.761,484.294,2304.015,3234.28,156.948,2849.191,50.842,108.757,176.146,29.729,504.607,13.37,931.778,516.763,1844.327,636.686,1223.016,120.968,288.299,263.692,535.709,17.454,462.471,3200.986,1925.208
THS,TOTAL,TOTAL,Y35-44,M,2011,30231.87,653.18,412.119,773.641,355.641,4231.187,75.353,270.367,684.853,2891.101,3696.585,167.465,3977.702,48.574,103.003,158.195,38.357,598.791,24.358,1067.234,584.49,2155.463,693.23,1488.996,130.859,340.418,289.588,595.095,19.288,547.732,3726.025,4656.937
THS,TOTAL,TOTAL,Y35-44,T,2011,55436.586,1214.85,796.458,1394.862,674.607,7790.057,147.839,483.128,1169.147,5195.116,6930.865,324.413,6826.893,99.416,211.76,334.341,68.086,1103.398,37.728,1999.011,1101.253,3999.79,1329.917,2712.012,251.826,628.717,553.28,1130.804,36.742,1010.203,6927.011,6582.144
THS,TOTAL,TOTAL,Y45-54,F,2011,24720.11,552.984,370.372,566.532,313.574,4142.771,77.454,181.834,390.952,1879.375,3298.664,222.912,2483.543,41.237,122.725,188.662,25.095,465.376,10.288,940.752,535.848,1861.923,543.132,852.175,121.976,300.237,311.625,521.717,18.043,489.843,3396.378,1193.294
THS,TOTAL,TOTAL,Y45-54,M,2011,28444.171,665.13,360.66,613.672,339.025,4765.503,67.263,214.591,575.962,2371.212,3651.473,230.479,3591.574,48.438,100.359,164.14,35.223,459.16,25.779,1109.668,594.23,1964.524,591.57,1007.936,133.315,304.635,311.737,558.9,18.019,575.006,3588.014,3044.278
THS,TOTAL,TOTAL,Y45-54,T,2011,53164.281,1218.115,731.032,1180.204,652.598,8908.274,144.716,396.425,966.914,4250.587,6950.138,453.391,6075.117,89.675,223.083,352.802,60.318,924.536,36.067,2050.42,1130.078,3826.447,1134.702,1860.11,255.292,604.872,623.362,1080.616,36.063,1064.848,6984.392,4237.573
THS,TOTAL,TOTAL,Y55-64,F,2011,12282.481,223.516,215.44,280.575,196.833,2281.102,54.507,99.613,174.81,878.026,1594.572,95.721,980.201,20.26,71.882,93.195,8.438,236.167,3.735,499.446,164.648,748.919,288.148,457.958,31.578,112.829,225.494,405.377,12.302,285.767,1839.493,548.672
THS,TOTAL,TOTAL,Y55-64,M,2011,15680.83,309.117,246.056,413.83,221.791,2773.605,40.296,132.768,317.595,1240.963,1586.473,155.736,1618.404,32.587,53.652,80.38,12.922,243.686,14.646,708.837,233.171,1163.473,325.918,604.005,54.623,169.328,217.977,445.985,13.915,374.271,2263.005,1240.076
THS,TOTAL,TOTAL,Y55-64,T,2011,27963.311,532.632,461.496,694.405,418.623,5054.707,94.803,232.382,492.405,2118.989,3181.045,251.458,2598.604,52.847,125.534,173.575,21.36,479.853,18.381,1208.283,397.819,1912.393,614.066,1061.963,86.201,282.157,443.471,851.361,26.218,660.038,4102.498,1788.748
